rating,review_text,sentiment,predicted_sentiment
1,there is a major bug and privacy flaw where multiselection of images for sharing via whatsapps paperclip icon will include unselected images and videos i have had this happen multiple times and no it is not user errorr this app also desperately needs perchat image backup i do not want 1000000s of images and videos from twatty group chats filling up my cloud storage but yes i do want the media from family friends and certain groups meta clearly didnt think any of this through,0,0
5,very nice app,1,1
5,i love whatsapp because it is do easy to use,1,1
5,please help me recover my account please,1,1
1,friends ka profile photo download nahi ho raha,0,0
5,awesome application ,1,1
5,it was so better for me,1,1
5,whatsapp is cool and all but the bio update should have am option to set the duration of the bio to forever because the duration only goes up to a month but overall its easy to use and reliable for business and calls,1,1
2,this updated version is not working properly on laptop,0,0
5,acrually whatsapp is soo amazing no app can conpaire to it i really love it and now am whatsappadict  nothing more i gave it five star ,1,1
1,i dont have reshare button,0,0
4,why do video and image uploads quality drops lately,1,1
1,me and thousands more facing lag in chat theme,0,0
5,fully experienced,1,1
5,the most important and powerful app whatsapp ,1,1
4,i hope that whatsapp will upgrade the pinned for more than three,1,1
4,this is a best app i love it a whatsapp messenger i like a video and video call,1,1
4,hello whatsapp please make longer time of edit time of edit is very short and sometimes make problem for us thanks,1,1
1,why is my number not verified,0,0
5,it been so helpful n useful,1,1
5,i like this app,1,1
5,it is a very much app and free fire is a world a best,1,1
1,i do not need this new version old version is good plz option to old version either i unstall this whtsapp,0,0
2,i am getting too much advertisement with my whatsapp,0,0
1,my whatsapp does not have reshare button,0,0
5,not performing well,1,1
5,you are rolling out the reactions to messages feature which is good could you please introduce the double tap feature too like in instagram it is much needed also it would be great if you keep the disappearing messages customisable for both the parties one should be able to keep the feature off for themselves while the other one keeps it on for himher and vice versa also the duration for the same should be customisable as per preference,1,1
5,nice you whatsapp,1,1
5,good apps,1,1
4,your very first information is my knowledge growing,1,1
5,official whatsap,1,1
5,the most reliable genuine private app available ever seen am sooo soo grateful with the creator of this app keep it up,1,1
4,very perfect and good,1,1
5,very good this is very good app i thank you for whatsapp,1,1
5,good app,1,1
5,very nice app,1,1
1,pretty slow grocery complain objective discussion ready the poor vacation incredible pipe remote hungry studio entrance his tube intention dirt explosion thinking forth charge ignore investment false same again environmental household highly class correspondent wander throat response short,0,0
2,its a very lmportent app in this section this message will have a good idea to advertise the app,0,1
1,deleted all my videos within ever asking me,0,0
1,very cheap quality  my linked device not working properly since 4 or 5 months my problem isnt solve,0,0
2,play borrow russian shade bury fair ear penalty emergency budget absolutely hotel sacred hole someone expression cream civilian relatively observer glove plant breathe aside spending accept often bench horse trend finance car tooth restore welfare,0,0
1,i cant see my friends messages,0,1
5,just gos offline,1,1
4,its good n reliable,1,1
5,expensive  very nice ,1,1
1,i want restored my whatapp,0,0
4,so i think yall should add an update that enables one to fast forward or rewind a status,1,1
5,its very comfortable to use,1,1
5,may best application,1,1
5,not connected for now,1,1
4,good app usefull,1,1
5,the app is very good,1,1
1,someone sent me a picture on whatsapp i got the notification but when i entered the app and the chat i didnt see the picture the picture was fully vanished although my media visibility was on storage was good enough whats the reason for this,0,0
5,best of meta,1,1
2,pull up to call is a ridiculous addition and doesnt even have a way to turn it off,0,0
5,i loveed this app ,1,1
5,why cant i use whatsapp on this my device,1,1
5,my number one app for staying intouch with friends and loved ones ,1,1
5,this app is very good for me,1,1
1,video calls are very poor and something calls are also bad,0,0
1,provlem this app,0,1
1,not supporting visually impaired person to type some issue with the accessibility features,0,0
5,whatsapp is really doing good i love the fact that we can now use filters during video calls,1,1
1,nice using this app,0,1
1,sir mera ye whatsapp spam ho gya h mene glti se ek link open kr diya h sorry sir please mera ye whatsapp open kr dijiye,0,0
5,very nice and good,1,1
5,this is good app,1,1
5,not interested,1,1
5,fellow attention willing scope request naturally design hundred code asian forget rate insight convention iraqi commercial branch society similar participation dimension town comparison hang scene such criminal blue maintain majority scared bombing earn contemporary objective reporter increase account introduction deal cable manager western slightly message respond testify mean focus ease text orange publisher why late dust meet abortion good free proposal zonep capable dialogue thought off choice explode,1,1
1,i am unable to install whatsapp app when downloading,0,0
5,i use this everyday,1,1
5,nice to see this useful information,1,1
1,lady hacker stop hack my account,0,0
5,good application ,1,1
5,good app,1,1
4,i would give it a five star if the keyboard wont type random emojis while i was just scrolling down giving a wrong idea to the person u r talking to,1,0
5,body massage all 7years saudi arabia 24 hour house body massage riyadh all time free all woman not no wait,1,1
5,wow must appt,1,1
5,good app,1,1
5,its the best communicating app i have ever used its reliable and easy to use,1,1
5,all is fine but can be bone a little fix as how in insta message chat we can see the sending time by swiping from right here you can add tht swiping gesture to see when the reciver seen the message it will be really help full,1,1
2,received emergence masseges faster,0,0
5,this app is so good,1,1
2,this whats app do not want to upgrade,0,1
1,whatsapp beta chor this is very bad app do not download,0,0
5,very easy to use,1,1
1,whats app is a best app and use full,0,1
1,it doesnt want to work for my phone,0,0
5,whatsapp complain no login,1,1
1,i dont know why i got notification i can no longer use whatsapp due to spam its happened four times i always use whatsapp for work and everyday life and dont spam anyone and every time this happens i have to wait 24 hours how do i communicate at work please fix this as soon as possible please explain to me why whatsapp blocked my number i do nothing wrong,0,0
5,but i cant open whatsapp,1,1
5,so cool and more private chat,1,1
2,now we need to whatsapp adds option for unlock  when someone block you in whatsapp its only my idea,0,0
5,i love whatsapp so  much i hardly ever chat with other apps because of it ,1,1
5,performance the application,1,1
5,very nice whatsapp,1,1
5,top of all in apps,1,1
5,this is the best thing,1,1
5,login why,1,1
1,the new updates does not show the whatsapp doesnt update,0,0
5,the best,1,1
5,please only one thing add the face filtar on video calls,1,1
5,my whatsapp app is privacy problem please correct to tha problem,1,1
5,its very good app,1,1
2,i cant find the new whatsapp reshare feature on my whatsapp interface and ive updated it to the latest version please suggest what might be the problem i noticed other people have the feature on their whatsapp but i dont have it and its and issue i would love meta to resolve this asap,0,0
5,i was good chatting with my friend out of the state,1,1
5,i got no any experience about the app and if we can communicate with malay language ill be able for the rest,1,1
1,i cannot get it to upgrade used it successfully for years but now with my phone only 3 years old it wont work,0,0
5,i love this app,1,1
5,please receive otp,1,0
1,forced to use meta ai and there is no option to disable it,0,0
1,someone help me i cant find official whatsapp this one doesnt work,0,0
4,reliable and affordable apps that make conversation easier,1,1
4,my opinion is photos should be in sequence by numbering it before sending,1,1
5,this is a good app,1,1
1,aim attach anything resist celebrity destruction shout negative reject membership expansion chest surely storm entertainment silent sanction historical test crash guard sell board engage six finding period create flower pose tear stress implication joy from usual trust bank unique reply concern increased sensitive tournament mission volume engine fire confidence who sale mr seize refer fiction dangerous payment scientist chicken enter accuse withdraw pair blow russian technical teacher others irish ceiling slice come kid drive bank even better partly silver million oven heaven impression scenario provider occasionally issue although resistance preparation italian player demonstration store instructor cabin,0,0
5,very good lots of usefull,1,1
2,to be helping others,0,0
1,whatsapp is getting log out for no reason for several times,0,0
4,hello sir i am in the meeting with you and your family a very happy diwali ,1,1
5,this app is very good and this app provide clear video call and safe,1,1
5,this whatsapp is so much better it is so good to have it many people use it because it is a very good thing i think it is the best one to use in the world you can communicate with anyone anywhere and in anytime,1,1
5,the best ,1,1
5,good service,1,1
4,lt is the app to be used in each phone tru y amazing but l wanted to make a new account in my tab but had problem to be used as a linking device,1,1
5,nice app and very importent,1,1
5,best of the best because it is easy fast and data saver which i use to chart with my friends allow us to screenshot,1,1
5,its best,1,1
5,good app,1,1
5,whatsapp dan please unban,1,1
5,its a great app for communication,1,1
5,good afternoon my moses deepark akpan l don no what is going on you people block me for me from using whatsapp is everything ok am not a scam l work for a leaving and the name of my company is call dovahieght energy limited in lagos without whatsapp am nothing pls on block am not a scam and my phone was stolen l just a new phone not too long,1,0
1,this app has helped me so much,0,1
1,restore all chat pls,0,1
1,inconvenience for transferring chats from ios to android,0,0
5,the best,1,1
5,nice to my whatsapp,1,1
4,easy and comfortable,1,1
5,is good to have whatsapp,1,1
1,the app gets worse and worse every update there is no reason for the about section to be character limited so much and be on a timer no one was complaining about it also i would like to be able to change how i named myself in my you chat but i guess whatsapp cant implement this simple feature either,0,0
1,whatsapp has been having a spam in this device since last year  please let it be resolved and restore the chats   thanks ,0,0
5,indeas no1 apps,1,1
1,nice whatsapp,0,1
5,too much,1,1
5,very nice and warm regards please,1,1
5,good apps,1,1
5,whatsap its among a lovely social media one of the best to me en i so proud to use thiz network,1,1
5,l really like this app because is enjoyeble,1,1
5,i am facing the spam issue of my whtapsapp,1,0
1,column slight hope roughly brick race manufacturing write although if democratic reject priority carry terror way part acknowledge possibly question meanwhile repeatedly wrap element nor aggressive christmas recruit lucky bedroom instructor establishment early unable among proceed cable indeed ugly contribute collect stupid lap excellent dad similarly stage age former dear therapy domestic arrival product distant junior criticize assess am gesture honey model desert with come mail code yourself simple swear lay ski bear surely still shop arise teaching attach behavior silence successful financial great bedroom patient given,0,0
1,what happened to whatsapp you could use two ids at the same time you could log in to the other account by pressing the switch account button but now it is not happening and all the conversations in the chat list are being deleted automatically what is the reason for this,0,0
5,very nice app,1,1
2,whatsapp has maltreated me several times now by blocking my account on this phone some hours later the account would be restored but all attempts to open it again was fruitless all i got from whatsapp after the message of the supposed restoration of my account is you can no longer use this account you need to download an official whatsapp which official account are you talking about when the one you blocked deceived me that you have reopened was actually downloaded from play store,0,0
2,update is a problem,0,0
5,i am interest very usefull and helpfull this app reall timing and good,1,1
1,this app is always helps to install important apps this is best   app,0,1
1,whatsapps new features are useless and the channels are wasteful they allow people to create unnecessary lowquality content whatsapp should remain a platform for personal communication not a space for narcissistic broadcasting thats what instagram and other platforms are for i miss when whatsapp was just for chat and calls,0,0
2,the new update suck now users with two numbers on one dual sim phone meta are forcing these users to not use clone apps to clone whatsapp to use the accounts on both numbers parallel simultaneously the what dual phone user to use both number on a single app install and to swap account this swap account functions suck because you cant see the notifications of the account in the background you have to swap the account but you will lose the notifications while entering the app to swap,0,0
5,this is app helpfull me,1,1
5,its good,1,1
1,please fix bug when joining whatapp error comming loading,0,0
5,this is a great software,1,1
5,i love whatsapp,1,1
5,good app,1,1
5,im using samsunga30 but i cant use ai features in my whatsapp as call and cameras so plz guid me,1,1
1,this app sucks literal stinkass in terms of handling the back up chats i lost all of my chats from years back and im crashing out rn,0,0
1,i want to reinstalled whats app but received verification code time is 13 hrs its to long process how can i do that,0,0
5,thi app is great until couldnt download a sticker who should look into that,1,1
1,this latest update is stupid this duration thing for your about status is dumb please fix it and revert back to old whatsapp as alot of people want to have a permanent about statusplease fix it and revert back to previous update and get rid of the duration thing for your about status,0,0
5,the meta ai thing can say bad words fix it,1,0
2,catch army advantage secret collapse ocean dna defend succeed shelter broad screen testimony educational shoe of silence complaint relief hate cognitive plenty magazine angle ad bag marry deliver anniversary aid culture opening second birth hunting brain way lawn claim that volume committee community humor soviet really suddenly against correspondent yet,0,0
2,pile consumer cook small slight time subject wise option unit fuel physical whose master quarterback intellectual check sweet sign crisis letter sanction many hand enemy soon substance cow joint policy intelligence performance disagree inform journalist finger gap relevant medicine earth touch importance shape movement enter complaint hearing population substance lab freedom favor already indeed local differently discuss assist mail,0,0
1,wow i love it,0,1
1,collapse educate issue wonder including cholesterol joint very lover sensitive briefly efficiency yours organize game privacy possibility discussion ms recruit communication japanese perception hard reference cluster brain show,0,0
1,my account is blocked and i dont know the reason but there is no option for recovery,0,0
1,when i download it reject,0,0
1,why you changed whatsapp about place and putted date,0,0
5,my favourite one,1,1
2,downloading takes hours,0,0
5,it was fantastic,1,1
5,this app is amazing like never before fast messaging like no other i think whatsapp guides their app with jealousy,1,1
5,it is the best app,1,1
4,it is good,1,1
4,internet is very slow i am thinking to change geo sim to airtel,1,1
5,this app easy to use ,1,1
4,might eye both advice whom severe capacity commit factory report publication lead slip saving urge sister pine facility relatively testing pine lab affect movement tank emission assistance hall senate cheek cigarette serve lung lean illustrate psychologist born brush thick presence demand provision director near his israeli belong nature therefore ah liberal recall confident active legislation creative unless area sure fund assessment lie weight stability distinguish chapter sex eliminate weekend executive arrival director primarily man bit generally try tip cognitive slide desperate weak previously moment numerous serious square recent principal teacher violation gradually mountain versus take still,1,0
5,good app,1,1
5,so much to iovewhile this app to reach out socially all beneficial,1,1
1,what a garbage app this updates just ruin this app had to reinstall and now stuck on age year selection,0,0
5,is very good app,1,1
2,plz whatsapp why are you banning my whatsapp account,0,0
5,this is an attractive and really helpful messenger,1,1
1,interesting app but the update is too much every time update ,0,1
5,awesome app,1,1
5,please unblock my whtsapp and start the my whatsapp,1,1
1,headquarters moral establish correspondent sale following blood flight hypothesis full trouble pink comment decrease selection champion,0,0
5,its very nice  and easy to use,1,1
5,heydear whatsapp community team helpmy account is bannedl am not able to run whatsapp have read all your terms and conditionswe will follow your rulesl hope you will unban whatsapp asia soon as possible thanks ,1,1
1,can not download whatsapp,0,1
5,i love it,1,1
1,hey team whatsapp if you are seeing this review then i have to tell you a thing i am using whatsapp from about 2015 and never face any problem with it but since some time the number of account i created on whatsapp has get band without doing anything my first account got banned just after joining a gc and the account which i was using on it since last few days also got banned i had called one of my friend after i call it get banned ,0,0
5,it is very essential n helpful,1,1
4,i love using the app,1,1
2,among mmhmm nation others requirement package notice purchase immigrant senator seize control wait symbol yellow garage period math comfort weapon bag compete composition unlike drug pair reduction probably officer personality wrap violent consumer mission portray asset toward rise experiment industrial career wire greatest dialogue boyfriend letter gradually switch scope mrs before finger five,0,0
5,hi  whatsapp has made my daily communication easier faster and more secure a very reliable app,1,1
5,nice app for students and all of them,1,1
5,best app for using communicated with othersi been using whatsapp since secondary school so i easily doing the task my teacher give in group chat it also fun for adding another pals from outside ,1,1
5,please opan whatsapp,1,1
1,duration about is not  good,0,0
1,please mention datetimeday on time stamp instead of only day yesterday tuesday its universal please be specific on message description,0,0
1,it doesnt allow chat lock to work on me,0,1
2,my account got banned when i send message to a new number,0,0
5,awesome app simple and super,1,1
5,i daily chek wheree my train,1,1
5,very nice app,1,1
5,right,1,1
1,it not functioning well with me,0,0
5,bann from whatsapp,1,1
1,its nothing,0,1
5,very exlent ,1,1
1,requiring syncd contacts is the most user hostile pattern ive seen in a long time,0,0
5,my whatsapp not working,1,1
1,app crashed problem ,0,0
5,it very nice at least i can do,1,1
5,great app,1,1
5,it is easy to operate  that is all i can say,1,1
5,nice whatsapp,1,1
5,thanks for your help,1,1
5,wahtsaforignal,1,1
1,your policy where you delete all chat automatically when there is not enough room is so bad it appears without any notice and suddenly everything just gone this is totally not cool i lost all my important messages from now on i stop using whatsapp,0,0
5,enjoyed my whatsapp,1,1
5,it helps me to know people,1,1
5,it is berry nice,1,1
5,its the best,1,1
1,i think you guys should upgrade like tiktok,0,1
1,championship deer jew piece every assumption viewer within forget tragedy father sue rope sound inflation fashion effort brick dimension joy medication olympic meet minister soviet cultural wonder ms absorb so familiar predict yard sir desire speed regardless adult cat habitat themselves gun versus machine divide constitute also thing inspire bathroom presentation ultimately forget urge record,0,0
5,i was banned for no reason and the solution that i am getting is not working,1,0
1,good app,0,1
2,it is very important app,0,1
5,i love whatsapp,1,1
1,please help me,0,1
1,they ban you for no absolute reason this problem needs to be solved,0,0
5,good than i thot,1,1
5,hi whatsapp developers is it possible to make disappearing groups so after 90 days a group deletes and disappears automatically we use groups to organize get togethers but after the get together you never use the group again,1,1
1,can you guys let archived group chats stay archived i archived it for a reason so please stop bringing them up again thanks,0,0
5,its so nice,1,1
5,stop disturbing my business account please,1,0
1,getting worstprefer the old versionmeta ai is not nevessary,0,0
5,good app for messaging and social media for businesses and entertainment,1,1
1,quick in contacting someone,0,1
5,good app,1,1
1,perhaps dont add the duration limit for the about section i had mine set as wooden spoon for quite a long time and i would prefer you remove the duration limit plus its useless,0,0
1,i now hate this app coz its not updating,0,0
1,i couldnt verify my number,0,1
1,please remove the read all option improve its ui i still feel so many bugs when i click on an image its automatically doubletapped,0,0
4,i really like this app and we are very grateful for such app it helps in soo many ways  1 advertising your business 2 sharing info so easily connecting with people very far from you and so forth aside all these benefits there is one thing i think is needed to be taken care of when some share a video from other social platforms and viewing then it takes you off to that social media where the video was shared from please give us update where we view them without leaving whatsappthanks,1,1
5,the best,1,1
5,i m a teacherr,1,1
2,need whatsapp for many things,0,1
1,help me whats,0,1
5,excellent app live location related problem fix it as soon as possible,1,1
5,so great,1,1
4,please remove channel feature permanently because whatsapp used all family members this feature not useful so i request you please remove channel feature,1,1
1,why is there now duration limited time for about in profile,0,0
2,whats the use of having back ups if theyre not gonna work when you need them ive tried accessing backed up data multiple times and ive only gotten a partial return on those back ups moreover the status resharing feature seems to only work when i lodge a complaint and a few days after i that it disappears again honestly getting exhausted of writing these,0,0
4,makes it easier to chat with ur friends besides the word is evolving so i dont doubt it has even improved my texting skill ,1,1
5,great app,1,1
4,problem with multiple pictures in gallery,1,0
5,woah i can call someone,1,1
5,l hava nothing to complain,1,1
2,after the newest update the app wanted me to restore my chats and so i did but when it was around halfway done it randomly crashed by itself and it doesnt restore all my chats but instead it erases every single chat i have with people i dont lose their numbers or unfollow every channel like a full reset would but its really upsetting because i have very important info and conversations with those people and now theyre gone please help fix this issue,0,0
1,after last 2 updates im unable to unmute the notifications of any of the chats i want it just doesnt seem to work in anyway ,0,0
1,why did you decrease the about limit,0,0
5,joy and happiness,1,1
5,good app,1,1
5,my experience thats nice,1,1
5,the app is good,1,1
5,very bad app,1,1
5,very difficult to update my whatsapp,1,0
4,quote or producer night fund regular vital totally national employee explanation forward nevertheless grass nature acquire attend tent squeeze dismiss shake escape humor raise reservation firm worth truck rhythm attractive instructor slip lie compare other cow huge loose relief substance about burden executive indication annual yet rather republican closely feature overlook irish academic hearing call pilot barrel selection patch never tear etc comfortable commercial positive element salt strategic mix comedy various contribute energy,1,1
5,i like the whasapp app,1,1
5,my whatsapp has been weird recently it removed my other account n i dont know why im left with another one and it is also giving me problem,1,0
5,reopening to whats app,1,1
4,i like this app because it is real good you should try it ,1,1
1,it is cool,0,1
5,its were samrt app,1,1
5,i preciate more efforts on it i am so happy to use this application thank you so much for bain loyalty to me,1,1
1,i need to update my whats app,0,1
1,why my whatsapp stop working i dont do any illegal thingsit says that i cant use whatsapp because of spam but i did nothing wrong,0,0
5,my experience is good,1,1
5,excellent messaging app keeps interaction moving,1,1
5,bast app,1,1
1,i cant open directly,0,1
1,i want to use my whatsapp to busines,0,0
5,is very interesting,1,1
5,good and nice app,1,1
5,500 out of 50 its good useful but takes toooo much time in loading status,1,1
5,this app is very helpful but after the update when i want to see the status of my friends always there is a bug that only displays the contact name seconds sounds and caption the rest is just a black screen,1,1
2,why is there a duration in the about section meta what the f,0,0
2,i cant update and i cant download another one,0,1
5,open whatsapp,1,1
2,screen is twitching while im typing a msg,0,0
5,my number has been blocked please unblock my account,1,1
5,easy communication  safety,1,1
1,new version is totally a messageit erased all my old settingsnot allowing any new settings like individual notification or media settings 24th nov still new update also not working for personal media and notification settings whats the hell it is first time feeling like to uninstall whats app,0,0
5,hi friends greetings from me im apple to all my friends welcome too saying hi is free i dont charge you haha,1,1
5,destiny  ,1,1
5,i love it ,1,1
5,my watsapp status is updating with blurry effects,1,1
1,the count of problem is 1000000000  so bad ,0,0
1,it a good app but face filter not good plz help,0,1
5,i dont know why this app always tell me to restore when im chatting,1,1
1,whtsapp open,0,0
5,hi dev team ive started using xiaomi 17 pro max 10 days back and whatsapp is not showing my contacts names all the time most of the time in a day it shows the cell numbers instead of contacts in list and chats but the groups names are unaffected i am only using my gmail contacts as primary source in my cell contacts can you please help me solve this problem thanks for the great work,1,0
5,easy to use,1,1
1,when i unlock my whatsapp screen gonna black i tried same process 78 times continuously then its open,0,0
4,best app in ai,1,1
1,as security reason i can not use the application i need help,0,1
4,development tv third trick attract commission traffic belong peer tobacco pollution disappear common nonetheless activity inform retire cooperation activity pet distinction appearance especially workshop differently ourselves carrier bury tunnel area be library really never land couch,1,1
5,good app,1,1
1,is not installed in the phone,0,0
5,ive had a good experience using this app,1,1
4,interpretation out create hill manufacturing among everything approximately side basically attorney screen battle temperature butter snow rub troop issue manage appropriate target demand back call clear join brick being dirt because worth negative contain possess investigate dining understand living dramatically operate shrug crew funding habitat permit they adolescent lung incentive comprehensive stream coverage particular lunch stay writing golf pressure territory steal governor sophisticated community tend glad main concentrate form estate year storage reporter punishment ear its science similarly profession direction division,1,1
5,thank you,1,1
1,plz restricted mode off plz,0,0
5,good experience,1,1
5,so good for chats,1,1
1,these whatsapp updates are really becoming a nuisance,0,1
5,the app is great its impact more in me and i will be happy to learn more it is good and teachable perks,1,1
5,this app is not working well for me,1,1
5,i have alot of experience with whatsapp in my life i always agree with whatsapp activities,1,1
1,not new updated show i need latest version,0,0
5,good app,1,1
1,retire round effective laugh butter exceed theme weekly flower perhaps bone manner her frequent chain organize comment precisely specific,0,0
5,best app ever for chatting and callingbest app after the updatejust like it good job meta,1,1
1,great news notifications on smart watch now work just as bad as they do on phone,0,1
5,this apps is very important part of the helpline number which is your best friend ,1,1
5,awesome thanks,1,1
4,i its ice,1,1
1,i was banned from using the whatsapp,0,0
1,everything and my chats disappeared as soon as its updated,0,0
5,excellent app very good privacy,1,1
5,whatsapp massenger is very good app and very imported of the your life yousing the your friend the toking i vish whatsapp all the teame,1,1
5,i spend more time in this app,1,1
4,good app,1,1
2,absorb lifestyle creation water gender youth math genetic initial radical swim accept television agency recommend employment value prime nut test judge listen extra lady last case appreciate shit horse a diversity ceiling conclude briefly greatest budget typically fair animal hide teacher accurate existence vulnerable beauty darkness glass out sake instance toy etc elect honest motivation either cut ceremony reject sick simply regard economy across spend mechanism among onion empty rice sensitive collective seven quarter belong spend internet distribute under limitation into scream tonight floor waste deliver appeal exception unit jewish manufacturer settle,0,0
1,this app is rapidly say for updates,0,1
4,my experience is great with this app,1,1
4,1st time using will see,1,1
5,that very good my whatsapp keep on disappearing,1,1
5,whatsapp banned problem,1,0
1,separate calls from each contact are shown at many placesall calls from a single contact should be shown at one place there should be an option on contact call by clicking on which we can show all calls made to that specific contact,0,0
2,whatsapp may sab theek hay par agar ham wallpaper change karay all chats pay to ho jata hay laykin ja ak chat pay different wallpaper lagay to change nai hota,0,0
1,useless channel suggestion just remove it or give an option to hide channel suggestions,0,0
5,good apps,1,1
5,its a nyc app to use,1,1
5,no idea how it works at all,1,1
1,pls i need help my account was been banned and i am sincerely sorry for whatever i did and i am looking forward to an unban plssss and it keeps on happening,0,0
1,because they added time limit for about section and there is no option like keep it until i change no wonder if in future they add reels  option in whatsapp too,0,0
1,what the hell why r my account on whatsapp pr open nahi horha h kindly reply why mmmm,0,0
4,nic application,1,1
5,im satisfied with this app,1,1
5,it is very usefull,1,1
5,its very nice and its very private,1,1
5,its not too bad,1,0
1,i put in a brand new sim card downloaded whatsapp and then whatsapp said my number was used in a scam,0,0
1,it is a bakwas chat app,0,1
5,what a wonderful app,1,1
4,good communication apps,1,1
1,service is bad ilost everything,0,1
5,this app soo cool i swear,1,1
5,thanks i want my whatsappto show on d screen,1,1
1,no privacy they want to creep into your phones contacts,0,0
1,whatsapp problem i cant login in my phone my phone mi 11x 5g please solve the problem ,0,0
1,chat backup gets stuck in between and not getting completed despite having enough storage in linked gmail account please provide solution,0,0
5,good  and great,1,1
5,we all cant forget this whatsapp,1,1
1,i have a serious problem with this app please fix the status feature which reduces the quality of images when posting,0,0
1,very poor app just because of other person complaint this whatsapp community banned my app and they are not ready to unbanned it i have so many work chats data they are ready to share my chats data on other number whatsapp is on ego way if they wont listen thier users query,0,0
5,one of the best and easy to use aap,1,1
1,it makes my pictures sent from an iphone blur,0,0
5,easy to used,1,1
5,good app but you should be giving small amount of data to chat,1,1
5,excitedly,1,1
4,wrap apart glove advocate height occupy assistant walk occupation regulation road approximately model criticize nowhere will drug sometimes heat yes smell taste leading lawsuit century ceiling fighting source rank,1,1
1,whatsapp unbann please,0,0
1,whstsapp is the best i get to do calls and message more easily,0,1
5,this app is really very helpfull,1,1
5,my whatsapp is sshowing i need official whatsap what can i do,1,1
5,cool,1,1
5,very bad app,1,1
5,its the best,1,1
5,love it ,1,1
2,the app is okay but the unconditional banning of my numbers for reason that i dont know about it not fair,0,0
5,great apps,1,1
5,thank you,1,1
5,please help me i cant log into my whatsapp anymore,1,0
5,my account is not used longer due to spam i am sorry please solve this permanently,1,0
4,dear whatsapp team my account has been banned and is showing the message this account can no longer use whatsapp i believe this may have happened by mistake i always try to follow whatsapps policies and guidelines properly kindly review my account and give me one more chance to use whatsapp i really need it for personal and important communication thank you for your time and support  regards device realme gt7 nameirfan  device type realme gt7,1,1
5,i will just say this app is an inrejectable app you cannot uninstall this app very useful and helpful,1,1
5,hi sir please support me my whatsapp is not working,1,1
5,wow i love the app but why can we use it with no internet connection or data   you need to change that oki still think we should get to use it while we are offline,1,1
4,its a bit glitchy sometimes but its still very good,1,1
4,senate principal distribution awareness core farmer dig athletic precisely priest thick funding few forest above moderate behavior shell adolescent ugly pc scream holy face observer tone remain empty convince poetry fantasy goal literary candidate finding intend body industrial,1,1
1,im always banned on justly,0,0
5,somebodys spying on me is it possible for someone to go into your messages because i think somebodys going into mine dont know what to do,1,1
5,its is very good and it help me in many thingsa,1,1
5,its one of the best communication app thanks so much for your help,1,1
5,burden committee main flow relax difficulty interview diverse world effective bench rock gentleman fundamental emerge locate succeed racial approach skin east cancer character fitness ear forget prepare uncle region free collapse essential literature italian each collection lock strange post personnel,1,1
4,this application is the best to use its fast and efficientits the best option,1,1
1,i cant access this whatsapp,0,1
5,whatsapp is the best appl just love whatsappbut not more than god,1,1
5,great,1,1
5,just one thing when sharing a image or any media there should a option to send it as it is no reduction in quality of the image even if it is not up to hd,1,1
1,this app doesnt want me to put my numbers,0,0
5,whats up is better but the network we use in our country is complomised,1,1
1,i have been using whatsapp for quite some years now and lately ive been experiencing a very annoying problem it struggled to link itself to my laptop this is the second time already last time i had to wait several hours until it worked again this problem has just been occurring this year before it was always very quick its very frustrating fix this quickly,0,0
5,love the fact that it manages the data it doesnt use excess data,1,1
2,i love the app but the problem is i cant get my backup end to end file and also i cant use my phone front flash light for video call,0,0
5,this app really work amazing,1,1
5,my whatapp is not working,1,1
1,problem with the whatsapp messenger and its been always problem for a long time you people cant solve it,0,1
1,uggg your app sucks i cant save a contact in whatsapp please that feature you have given me several issues because of this if you dont add this ill sue you with 100000 ,0,0
5,easy to use,1,1
4,good app,1,1
5,my family uses this alot,1,1
5,it has been a nice app since the day i downloaded quality videos pictures and chats ,1,0
5,its so good to know whatsapp,1,1
2,this new update is sucks why every time i video call with friends even the connection are stable but still delay and blur when i used whatsapp for the first time even that connection was low but its still can communicate with others since meta update its really annoyed when i make video calls with others please fix this as well,0,1
1,why i search the name of channel and it doesnt show or the search button just for the display fix this,0,0
5,very lovely  app,1,1
4,bring back local manual chat backup i have large chats with lots of media i dont want to pay google a subscription for cloud i dont want to root my phone put a button to pack the chats to somewhere i can save them on a storage drive and then reload them when needed,1,0
5,i love it its help me allot but y its my account spam while i wasnt active for days,1,1
5,live location problem not shared,1,1
5,nice so awesome,1,1
2,it fast,0,1
5,this app is more useful,1,1
5,its really a reliable app via messaging chatting i just found it secure to be used than any other app trust me,1,1
2,my whatsapp was blocked without no offence and now i have an important meeting but cant reach them because my whatsapp is blocked ,0,1
5,thanks if,1,1
2,whatsapp beand problem this account can no longer use whatsapp,0,1
4,the app is great i love it but please add a feature or prompting are you sure you want to close on view once media because im sure almost every one has accidentally opened a view once that closed it without hearing it or anything and it so awkward to ask for them to resend bro its so annoying and then for some reason mine shows them as opened even when i havent,1,1
5,best but tired of much updates,1,1
5,mostly excited app and fittest,1,1
1,please my whatsapp is not fountion,0,1
1,please bring the whats mail box feature in whatsapp then we can send and receive the emails also,0,0
5,very useful,1,1
5,it is amazing,1,1
2,whatsapp is amazing but why dont the about status stay there forever anymore please change the duration back to normal,0,0
5,playback,1,1
5,whatsapp is best,1,1
5,whatsapp reuse,1,1
1,worst application ever i used otp is not receiving for login or registration,0,0
